,resto_id,name,cuisine_type,is_official,lat,long,location,average_price,overall_rating,rating_rasa,rating_suasana,rating_harga_rasa,rating_pelayanan,rating_kebersihan,open_time,payment_method,wifi,delivery,smoking_area,outdor_area,24hour,100%_halal,VIP_room,reservation,parking_area,alcohol,vegetarian
1151,1642401901700264,Greentea Holic,[ Kafe ],False,-6.907628,107.614113," Jl. Ternate No. 5, Riau, Bandung ( Alamat Lama: Jl. Geusan Ulun No. 1, Trunojoyo, Bandung ) ", Di bawah Rp. 50.000 /orang ,3.7,3.6,3.5,4.0,3.7,3.8,Senin - Minggu (11:30 - 22:00),"Tunai,Visa,Master,Debet,Go-pay,Ovo",yes,no,yes,no,no,yes,no,yes,no,no,no
1152,164240190862424,Soto Ojolali,[ Indonesia ],False,-6.904991,107.622852," Krang Kring Jl. Ciliwung No. 1 - 3, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Jumat (10:00 - 22:00), Sabtu (10:00 - 23:00), Minggu (10:00 - 22:00)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1153,1642401909250624,Sate Rengas,[ Indonesia ],False,-6.907293,107.616895," The Saparua Jl. Ambon No. 15, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (11:00 - 22:00),Tunai,no,no,yes,no,no,yes,no,no,yes,no,no
1154,1642401909886358,Nasi Kulit Malam Minggu,[ Indonesia ],False,-6.904995,107.620537," Office & Beyond Building Jl. Cimanuk No. 6, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,2.8,3.0,3.0,2.0,3.0,3.0,"Senin - Sabtu (10:00 - 20:00), Minggu Tutup","Tunai,Debet,Go-pay,Ovo",no,no,no,no,no,yes,no,no,yes,no,no
1155,1642401911666141,Kabitaque Kitchen,[ Toko Kue ],False,-6.910769,107.630161," Stop & Shop Jl. Anggrek No. 55, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (11:00 - 21:00),Tunai,yes,no,yes,yes,no,yes,no,no,yes,no,no
1156,1642401912202352,Celesta Kitchen,[ Indonesia ],False,-6.9072545,107.6167404," The Saparua Jl. Ambon No. 15, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,3.2,4.0,3.0,3.0,3.0,3.0,Senin - Minggu (11:00 - 21:00),Tunai,yes,no,yes,no,no,yes,no,no,yes,no,no
1157,1642401913631808,Saa,[ Indonesia ],False,-6.906053,107.616914," Heritage Food Market Jl. LLRE Martadinata No. 63, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Kamis (08:00 - 21:00), Jumat - Minggu (08:00 - 23:00)","Tunai,Visa,Master,Debet",yes,no,yes,no,no,yes,no,yes,yes,no,no
1158,1642401914198985,Kopi Yor,[ Kafe ],False,-6.908224,107.621768," Jl. Cihapit No. 8, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,2.8,3.0,2.0,2.0,4.0,3.0,Senin - Minggu (10:00 - 22:00),Tunai,yes,no,yes,yes,no,yes,no,yes,yes,no,no
1159,164240191537742,Tirisan,[ Es Krim ],False,-6.910769,107.630161," Stop & Shop Jl. Anggrek No. 55, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (11:00 - 21:00),"Tunai,Debet",yes,no,yes,yes,no,yes,no,no,yes,no,no
1160,1642401915959273,Pojok Nasi,[ Indonesia ],False,-6.905159,107.623035," Krang Kring Jl. Ciliwung No. 1 - 3, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Kamis (09:00 - 22:30), Jumat - Sabtu (09:00 - 23:30), Minggu (09:00 - 22:30)","Tunai,Visa,Master,Debet",yes,no,yes,yes,no,yes,no,yes,yes,no,no
1161,1642401916605184,Moi Juice & Drink,[ Minuman ],False,-6.907293,107.616895," The Saparua Jl. Ambon No. 15, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,3.2,4.0,3.0,3.0,3.0,3.0,Senin - Minggu (10:00 - 22:00),Tunai,no,no,yes,no,no,yes,no,no,yes,no,no
1162,1642401917988182,Rumah Si OM,[ Indonesia ],False,-6.905763,107.625644," Jl. Ciliwung No. 11, Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,"Senin - Jumat (13:00 - 22:00), Sabtu - Minggu (13:00 - 23:00)",Tunai,yes,no,yes,yes,no,yes,no,yes,yes,no,no
1163,1642401918555306,MyStrudels,[ Toko Kue ],False,-6.906294,107.616663," Jl. LLRE Martadinata No. 26 (Depan FO Passion), Riau, Bandung ", Di bawah Rp. 50.000 /orang ,0.0,0.0,0.0,0.0,0.0,0.0,Senin - Minggu (09:00 - 22:00),"Tunai,Visa,Master,Debet",no,no,yes,no,no,yes,no,no,yes,no,no
